sentiment,content
love,happy mother s day to all the amazing women who put up with us crazy demanding children thank you very very much
happiness,awesome it feels very fulfilling doesn t it i m gonna work on soooo many people over the summer totally excited
happiness,just woke up having coffee listening to music reading rss sunday feels great
worry,yep this is about as boonies as it gets if you look at the map in transition gotta find a place and a job
hate,socksy s just plucky and independent to caspar s lazy and attention seeking
happiness,just had an awesome girl scout day at dodger stadium with two awesome olympic athletes joanna hayes and heather bown and we won
love,yeah i want it too i love that falling slowly song it keeps playing in my head
sadness,this is how we do itttt
love,happy mother s day
love,but i don t want to hurt you
neutral,marlyrae god you guys i ll call you guys three way to discuss
happiness,beach yummy steak and catching up on lost with my man lovely day
relief,when i start cloggin up my own twitter feed it s time for me to go to bed nighty night be sure to go to the tweetup and meet me
happiness,evening how are you this sat night
love,im following because of yaaaaaay conor
empty,yea tre hood claim thats atl theme song which it aint lol but its a youtube vid that i posted yesterday
neutral,watching movies with my dad and talking about life
neutral,my oldest nephew playin on my guitar hero drums
hate,a bedtime story pls
neutral,kyle can make fart noises with his armpit
neutral,  laws of power by robert greene it s a little bit much for me but is anyone interested in a copy dm me if you are
enthusiasm,mom is wearing shrug i bought her  morrow i can t wait   c her n it cute
neutral,i think i m going to go outside and have a very john cage moment music majors rejoice
love,i love my memories it s almost like re reading my favourite book all over again
happiness,thank you so much
happiness,i m not going on the cruise wish i was but i m just going on vacation thanks though
love,cant fuckin wait mate it is goin to fantastic its made my week
neutral,great game woohoo on to game   the final game
love,be sure to tell your mom you love her and thank her for putting up with you
worry,thank you you too i hope this turns out to be a top week for you
fun,come on vancouver throwing stuff onto the ice i thought you canucks were supposed to be all polite and stuff
love,i selected   people today out of my list out of   or so i picked the   that made me laugh
happiness,making margaritas and about to watch milk good times
love,just downloaded music for over an hour love when that happens
love,thanks amy that video is so awesome did you see tmh he s amazing in that too bouncy bouncy bouncy
relief,to overcome whatever darts the enemy may try and stop you with we ve gotta stay focused tweetz god bless you
worry,im gettin off nd watch a movie nd have a couple of drinks nd shots ill try   get get back on if i can
fun,het there r u finished cleaning your pond u shouldn t stay too long u will get all wrinkled up kidding
sadness,soo tired my head hurts i love andy sooooo much
happiness,just ordered henna i ll be a redhead again in a few weeks
enthusiasm,about to watch the star trek movie
fun,off to bed i will have pics of the newly finished hat in the afternoon yea its all done night yall
love,was busy talking with mom and bhabhi they liked the cards bro and me made for them now waiting for sis to get back from church
happiness,yay i can t wait to come in the bookstore and gets some new books
love,happy mothers day
love,x men movie was pretty good kinda predictable points but good action sequences
happiness,hahhaha indeed kinda like the spoon hahaha
happiness,that widewale courduroy ll get ya everytime
happiness,is drinking yay
fun,landon now announces big poopy coming every time i m just waiting for him to yell that in a store for the first time
neutral,hanging out
neutral,good to hear that allah aapko sehat de y
sadness,and jarita i m going home now and i m with two hot guys drool
love,just have to say again how much i like the new twitteriffic
neutral,yeah tone is lost on twitter unless you use the emoticons
neutral,usa texas jaycees debate team rocked the house they now have the opportunity to represent us in tunsia africa go jaycees
happiness,thanks that was nice of u and i appreciate u
neutral,nope up tomorrow i m tired need bed
neutral,couldn t hurt
relief,ah just remembered some hopefully good news is coming hopefully soon from someone i know once again may the happydance commence
love,i love all time low
neutral,hmm thats the bu tour list but thats so cool and why does it say  
fun,i look like a horse in my sam s club card picture because i couldn t find my hair brush hahaha possibly getting noah tomorrow
love,i truly praise god for my mom the greatest mother in the world happy mother s day to all of the mothers reading this enjoy your day
worry,hanging out with dan and brian in my room for my last night
hate,finished took me about two hours but i got a b on it
love,happy mothers day
happiness,wooops meant i agree with boomstone trying   reply   both lol happy mothers day to you as well tty soon
happiness,watching the twins handle the mariners again whoo hoo tony
worry,lol it s funny but it s not the back it s all in the legs and i ve never hurt my back thank god thanks   watchin
love,ugh what an amazing night time for bed i know i m gonna sleep well and with no getting up early good night
relief,we knew what what you meant
neutral,here are   free twitter tools will get you followers
surprise,omg amazing twist this is a crazy awesome movie
happiness,yw it gets really hot there in the middle of the summer like   but right now its perfect and less then an hour away
love,definitely following i ve been following the creator of this feature since  
happiness,good night erin i wouldn t say that this is early or that you are old
worry,if tonight was anything like summer i cant wait
neutral,thankyou yes off to a pre wedding party now
relief,good times haha ily christian and mo gonna watch dazed and confused in a while ha also my first time watching it ha im so lame
fun,hahaha no i haven t i think i ll reserve it for next weekend have some paperwork to do or maybe tonight
neutral,cleaned laundry nails painted productive saturday night
happiness,that was reallly good
happiness,spending qt with the hubby
happiness,haha so bored but happy mothers day
love,i was just about to put in and then my username wow
worry,only got     in tips last night n but he earned bulk money anywho
worry,ok its official i m old at least i feel likewise old tiredd wasted
love,writing mother s day cards for my mom and gran hurray
happiness,going to bed happy mother s day for every mom here
happiness,thanks for the follow friday
neutral,going to bed no plans for tomorrow just hanging around good night people  
boredom,yeah i hope it turns out   more minutes
love,you are amazingg replyy it s a dream come true if you would reply to me
neutral,hahaha perfect my procrastination finally caught up with me so i am not part of the savage mob
happiness,oh yeah lots of rambly goodness lol you have mail bed this is early for me probably why i m an insomniac huh
happiness,lauren is amazing well from what i see on the hills lol seem like a great friend to have
relief,such a good little saturday didn t include bed bath and beyond but borders was on the list can t wait for tomorrow good day planned
love,yay
surprise,awesome night in the city
fun,playing cards with my niece
neutral,follow me honey
neutral,lol you so insane i think that i heard that song b 
neutral,oh that s bringing back fond memories i want to but i can t leave the kittens i sent you another pic of balloon
happiness,we finally hit     friends thanks
neutral,thx for ff followfriday
happiness,hey chelsee its amiera ufc
love,happy mothers day mom i love you
love,praying the rosary with my family
surprise,omg patron is  ofmy favs im so jealous icant do   but i can do   so make it   so serious im in alabama visitin fam
happiness,watching look for a star with mom again lub ah c hehe
neutral,lol man i got       hrs an iont how i woulda made it wit out my ramen noodles and t v time
surprise,time to reissue all albums on vinyl yesss that would be fab fab fab
happiness,they shall win
neutral,hi lyndon if you get this before  pm monday   may i have mail for you from via tasmania dm me
love,how r u feeling and when r u guys coming back to canad come to vancouver
neutral,oops i m watching my mom son sleeping and ing
neutral,mum is driving me and the eric out to jt for the night
happiness,hanging with kevin tomorrow out goes being productive
fun,in weho they re are playing a lot of brit
neutral,enjoying the cool breeze at the beach it helps me relax and unwind
happiness,wooohooo i m fourth row back
love,i m having a baby girl in the next   days i think i m gonna keep this handy funny stuff
worry,wow really is this necessary
happiness,awesome i saw it thursday night it is so great   perfect casting
happiness,watching twilight again   i m watching the audio commentary it s sooo funny
neutral,you re never alone just when you think no one cares you realize that there always one person you cares for you
happiness,writing out mother s day cards to mom aunts and amyyyy can t wait for her to be a mommy
fun,i want to sleep xd but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha
fun,thanks my friends and i went and watched movies and ate chocolate chip pancakes at one of my friends house it was fabulous
happiness,is having awesome fruits and vegetable juice at the opening of lam s noodles at   tradehub 
sadness,omg time to sleep today was an horror i really hope best weekends goodnight buddies
neutral,watching hairspray
fun,i promised to update my twitter every now and then lol greet your mom by simply saying your hot
worry,thats coz we love you
happiness,aww happy mother s day to you too girlie kingston is lucky to have such a great mommy
love,i love all my friends micahdwhitehead vivianleighturn and drew were fun tonight
relief,just finishing studying for lsats and watching vh  soul
happiness,celebrated     plays on last fm with dez moines by tdwp
relief,this is cool
sadness,officially booked for seattle with and it s going to be the best birthday weekend ever you made me sad
fun,friends are gone sushi movies laughter just what i needed fun
neutral,thanks i ll have to have you guys over once we have furniture
love,still love the sizzler though and chuck nice and doug benson and paul scheer and nick kroll love me some geeks
happiness,if i m up with brooklyn when i m suppose to sleep in i ll call you ladybug 
surprise,i need   b getting   sleep   the night have a good sunday
sadness,i   rupert grint of the boy ive accepted tht i do fancy him but im certain he doesnt feel the same so its not worth telling him
love,hugs   kathy though my mom s in heaven i know she s smiling at my accomplishments all the people who keep me positive
worry,nope san leandro marina how are you hope you re well
happiness,i received some excellent birthday presents party was the usual success
love,happy mum s day to ur mom say you re from the philippines too
love,first happy mothers day second what is it that makes us think the way we do why do we feel the way we feel i dont know but i wish i did
love,no but i met a new graphic design friend so that was dooope
neutral,is going to drink a mojito and lay down to watch movies with my hubby goodnight fellow tweeters
neutral,just wanted to say hello
neutral,is satisfied with her fp   review
happiness,happy frickin birthday try not to be too bitter about sharing your day with your lovely wife and all other mothers out there
worry,happy mother s day to all mothers here
neutral,watching crimson tide and eating apple sauce
neutral,again agreed but having a program showing your friends are on facebook would be easier than giving every  yer info
worry,i heard about your reply im so jealous kevin is my favorite haha
neutral,hahaha sa una lang yan i started with   minutes ng  k that was a year ago
love,i have the immense pleasure of being entertained by pride prejudice for the  rd time and i must say that i find it very much agreeable
neutral,off for some sleep g night everybody hope you had a good day
neutral,nothing to do any  wanna keep me company
fun,cont that right their is why fake btches shouldnt mess with real ones ahhh i love it real btches excite me
love,so cute ii love this
neutral,i act like i m   therefore i am  
love,happy mothers day all hugs and love zoe
surprise,we won t be home till like next month
worry,thanks for the ok hope we can tweet more down the road
enthusiasm,here come the hawks the mighty blackhawks
worry,omg wango tango was fucking awsome i love my baby for taking me
worry,ay uuuu happy mothers day
hate,that just doesn t sound appetizing
sadness,i miss you
happiness,it was nice to meet you tonight thanks
happiness,yayyy for new videos by amazing people
enthusiasm,hey hey ready to come to oklahoma
fun,pheasant dreams kaotic ones
love,not early at all just say you are running on eastern time hope you had fun at your auditions canada ftw
love,yes it is like super glued inside my head
neutral,wasn t that mother song so funny so wrong but so funny i heart
happiness,hangin out with some cool ass people
neutral,yoko ono ben lee it s easy
happiness,why yes we did see tonight delicious dinner by chef geoff chez a lo g mo hope to see him again pre departure
neutral,okay enough talking for now time for bed big mother s day tomorrow then back to greeley for the big move
happiness,she has an awsome voice bored nothin to do i should really consider going back to school yeah right i d rather cry of boredom forever
love,ruff ruff says my sweet little mini chu weeny dog her name is ziggy and she is just too darn cute for her own good she says hey guys
surprise,you can explore the site   and find cool stuff
happiness,silly you are right here with me
love,cathylo fran i m glad i can vent out to you about this thanks for being here for me bestfriend
love,i have been married   year to the most wonderful man
fun,i bet you ate and missed the brazilian bbq and i also bet you guys played wii mostly bec
love,awesome tell me if its good i might watch it
sadness,sorry for your loss i know how you feel she or he was a lucky cat
neutral,woo twitter kind of sucked without you
happiness,emailed you it ll be on the porch anytime if you come tomorrow we ll have to miss you don t worry about knocking
love,yay mothers day i love mi madre
happiness,i m in sf right now
happiness,watching season   episode   of house before bed what a great bedtime story
happiness,looking forward to having dinner with family and friendsss happy mothers day to all the moms out there
worry,mothers day happy mothers day mom
surprise,had a fun late night talk with good night world
neutral,has her mind abuzz re advertising industry standards don t hate me because i like maths ok
surprise,ahhhh \you are soo smart thanks for this schooling of thoughts
happiness,aww thanks
love,i ll keep y all in my prayers but welcome back to tx hope you have a good safe flight
sadness,great to meet you thanks for the use of your umbrella i hope you ate and got some sleep
sadness,damn you killed it on snl that was good stuff i was crying w laughter broke you i love it
happiness,time for the great yakuza horror theatre wish me luck
relief,its good to have an old friend at ur new job another good day at work paycheck day will be even better
fun,i wanna watch tormented it s showing on may  
worry,ah okay
happiness,is watching it takes two such a classic lol
hate,shoot are we all done with the mustard jokes now
neutral,thanks this one will be a hit has been a patron since  
happiness,free unlimited ringtones usa only awesome   iphone
worry,wine and saginaki with   friends good times
happiness,and goodnight twitterland hope all of your weekends are going great
neutral,my sentiments exactly
hate,but i am with you i hate doing it can t we just make music and magically not have to worry about money awe sigh lol
relief,i would rather end up heart broken then have regret because i didnt take a chance
neutral,free unlimited ringtones usa only awesome   iphone
happiness,ate too much vegetarian pizza for dinner but it was so good
anger,that s some serious shit steve why didn t you send me pictures or call me you know i love a good yard sale
fun,is having awesome fruits and vegetable juice at the opening of lam s noodles at   tradehub  fb
love,good to hear i got a bit of a tan today too which is unheard of for me i am so pasty white all the time mostly i freckle
happiness,just got to la miss hawaii already dang
enthusiasm,free unlimited ringtones usa only awesome   iphone
neutral,thats kickass news
relief,thanks for the following and support  
neutral,yeah yeah gd night then
love,we picked up boston legal season   enjoying it now no matter how offensive denny can be i love denny crane he is a riot
neutral,free unlimited ringtones usa only awesome   iphone
empty,wants to increased my karma
happiness,hahaha you make me laugh
neutral,me too
relief,finished practicing for today a bit tired
fun,whoa twilight the board game aaahaha
happiness,free unlimited ringtones usa only awesome   iphone
love,loved wanda sykes performance at the white house correspondent s association dinner
happiness,whole foods barton springs yogurt spot the oasis perfect day in austin
worry,watched  th episode of numb rs loved how they did a throwback to the first episode using the sprinkler theory
neutral,its pretty gnarly
relief,working out and watching snl
happiness,i m eating cookies that have been sitting around for a week now thanks andrea dear
fun,free unlimited ringtones usa only awesome   iphone
happiness,why am i posting so late just got back from seeing star trek it was so awesome
love,which   there r  that i love and want to share i just wish i d made them
worry,hip hop is alive well in nashville tn
enthusiasm,watching a youtube vid of sing paranoid live is so cute when he sings lol
love,free unlimited ringtones usa only awesome   iphone
neutral,morphine and percocet are ur friends when pain is acute and we became very friendly recently def the morphine  st   hrs
fun,waiting to go to bed had a great weekend
happiness,i wantttt
happiness,living it up at empire hotel free bottle service it rocks having connections
empty,hudgens com p   nessa is   on maxim magazine s hot   of  
neutral,sunny synday morning nicole is up later than usual mommy got some sleep
relief,looks like i can go see jeffree star afterall i told my dad he d hate the music he said i could go alone
neutral,free unlimited ringtones usa only awesome   iphone
relief,twittering after   days
neutral,deleted a lott of facebook friends ask to be my friend again if you want if not idgaf
happiness,ahhhh \you are soo smart thanks for this schooling of thoughts have you taught before
love,happy mothers day to all the mommies
relief,free unlimited ringtones usa only awesome   iphone
happiness,home should be in the bed but i m just super duper excited about tomorrow
empty,exactly
empty,free unlimited ringtones usa only awesome   iphone
neutral,the iphone
worry,campfire and smores
love,i agree with spongebob is better
love,watching say anything great  s movies and the starting point of my love for john cusack
happiness,free unlimited ringtones usa only awesome   iphone
worry,i have new work coming out
love,aw see that right there is why we all you jon give your mamma a hug tomorrow much love jamie
neutral,thanks
love,i have a license and a car at least for now
happiness,free unlimited ringtones usa only awesome   iphone
neutral,good morning twitter ers
happiness,had fun at wango tangooo
empty,has finally taken a shower after much distraction from twitter and the bubble wrap off to read and drink a smoothie
neutral,free unlimited ringtones usa only awesome   iphone
worry,i m baking cookies what are you doing
love,sounds good say hi if you run into me there i m always always having coffee there
relief,had a fun day at the theatre glad to be back in town for a while
surprise,i m good
neutral,is that an arsenal shirt
neutral,tell brad i said hi drink and sing for me and morgan
surprise,sounds like you got a fan in danstorce
neutral,about to go to sleep
happiness,thanks
happiness,i really ought to pay more attention to my phone tweets sure the more moives the better
relief,i know thx but i ll be ok
love,there you go dear i love her janelle
surprise,wow a nice laptop
love,its like that with the goo goo dolls for me then i heard iris and absolutely loved it
love,joe s the photographer of the family rehearsing is always fun for the first couple of days it is at least
boredom,nothing much juss really bored hbu
relief,maybe i have a different impression it s entirely possible
love,lol thanks penny i m trying to believe you
love,one of my good friends in the states has it covered now but thank you again
fun,yeah twitter is a lot of fun babe especially when you ve got ppl to talk to lol that sounds goooooood lol
happiness,woo nachos and ice cream haha
happiness,hey guys i m going to create an iphone app that s a twitter client called tweetilicious please me your thoughts
neutral,hey babe how s quest
happiness,thanks my girl true bff
fun,that was a fun show grabbing a bite to eat now
worry,niggas got they eyes on me and i aint talkin bout da bm when i say i got   on me
sadness,don t know what to do right now pretty bored but i refuse to study any suggestions
happiness,haha yes
neutral,venti black ice tea with   pumps of classic
surprise,i just love it when hot policemen come into my work
happiness,that s stunning
surprise,is getting baptized tomorrow and is a college graduate busy weekend
neutral,fashion show what was this i heard about dating a tweeter trying to catch up but soo much going on
love,i also have a certain cd from camp that a certain somebody gave me yeah there s this guy in the video that s really frickin hot
happiness,oh the memories  yxd 
fun,i m watching cqc a brazilian humor program
love,happy mothers day
worry,i like that gonna have to re tell
love,happy mother s day
happiness,can t stop smiling i m in the best mood right now
neutral,just got back
sadness,still feel like craaaap and like everyone on earth needs to know this lol have fun birdies
worry,obama support still at   he s up   needs to hedge his fas position heard he bought some stocktwits sweatbands
neutral,right now on my justin tv channel gta  fav meh www justin tv djandyw
love,all mothers happy mother s day at all non mothers happy sunday the  th of may
neutral,no need   apologize mama i respect you for that
worry,i think she ll pull through
sadness,thank you all for your incredible support and encouragement it means so much you constantly bless me i am thankful for you
happiness,enjoyed x men w now it s time to rest up for this drive home happy mother s day twit moms
worry,ahahaha that s funny
surprise,the guns not working eh
worry,will do
happiness,video tape that for me hahaha
happiness,i am the same well peer trained peer taught peer learning
love,wow tagers rock awesome performance
love,dinner party was great happy full clients that is what i like to end my day with
love,i am at my office now dude yeah get one come on let s go live geez all u need is time to practice u ll get used to it
neutral,dump this blackberry and uses an iphone basically it compliment each other i think
happiness,good nite everybody baby boy
fun,okay kool i might be touring all summer long but we can make it happen
surprise,oh and i got my haircut today i looove it
love,oh tonight is a good night
enthusiasm,omg it s the famous amanda woman person thingy hugs all around
neutral,heres the link i ll be talking to you on hereeeeee about it during the movie x
happiness,thanks
surprise,glad to hear you re quitting i hope it works out also thanks for the sweet mother s day card made me smile
happiness,it s beach time
love,i basically want the world to kno that i have the best best friend love her  
worry,thought you should mention that you don t need to enable growl in tweetie to make your plugin work and to avoid duped notifications
worry,can t keep eyes open shuts eyes
neutral,you talk to her alot
happiness,nappy s da new n word by da way ilove my nappy braids igot hang time homie lol
love,happy mother s day i love my mommy
sadness,happy mothers day going to the zoo i have to wake up at     oh god noo
love,i love how small adelaide is just ran into callum of all people at the airport amazing to see him though
love,changed my default pic since you ve been showing so much love
love,oh yes quite and with that i really do have to retire g night doll nice chattin with ya
love,i just received a mothers day card from my lovely daughter wishing my a happy mothers day
happiness,just got out of the vast show it kicked ass just as mindblowing live as on cd sang my fave songs im n awe
sadness,you do a terrible job of hiding it
neutral,i don t think it makes you seem shallow some actually do respond and converse with followers if they don t no biggie
sadness,awww no problem sorry for tha loss
love,hey kathy happy mother s day
neutral,very cute kitty
worry,is coming to the end of his first shift     local
happiness,is excited for tonight s party of ron
hate,where s the story i wanna know i wanna know
happiness,aww my son gave me a purple g shock for mother s day
love,happy mother s day to all the mothers in the world
surprise,anytime buddy i c u  
love,happy mother s day to all the wonderful mommies out there i love you mom
relief,is working out the twitter kinks
happiness,dream of a better world because it s coming someone could live off of those words dude
love,watching some scary movies with my friend
happiness,cool you are here too hi sam how are you
sadness,just a question are you guys liek famous or anything haha and miley followed you luckkyy im so jealous
love,aww i love my daddy he works   days a week almost all day and still tries to go to sf with all of us
neutral,well there goes that shirt haha
worry,ur welcome anytime
love,happy mother s day to everyone s mothers mothers to be grandmothers great grandmothers all the women i salute you all
neutral,oh kimmy really i give you one week from when you get home to hangout with me i better get to see you  
love,and i thank you
love,happy moth r s day    v ry in th  world ily
neutral,can i keep him tied up for some fun please i ll make him feel better
neutral,i think you are a follow your dreams and they will come true person that s why your my favourite youtube star
neutral,bout   have   more drink then imma head in da house
relief,aim iloveshawniedur
hate,watching the broncos vs chiefs   montana vs elway on nfl network i still have nightmares about this game fu kc
love,i m good thanks hope you re enjoying the weekend
love,happymothersday to all the moms out there
love,yay now ill shall take your picture and get a tattoo on my arm
love,enjoy the ride
relief,okay as long as you re all right
love,like wat do i do wat do i do ha i got it i ll go   mushygushy so peace out twitter dudes i got a gushy gram   make
neutral,watching   hours
fun,hahah that is hilarious when my b f washes them they usually don t fit the bed anymore either that or they turn pink
happiness,good day ya ll happy mom s day
neutral,is on facebook
neutral,happy mother s day to all the mommies out there we love you
love,a very special happy mother s day to all mommies
neutral,hugs okay just making sure
love,oficially mother s day hug kissa ur mom today more than u do everyday cooking   her is a good idea i m making enchiladas suizas
happiness,it s time for tscc
surprise,it s been hectiv runny around after the women but goof just making them both a surprise now
neutral,yeah my brain does rock i am happy to share my knowledge with you carrie
happiness,just watched star trek i liked it i m making my mother a card and listening to some tunage copeland to be exact
fun,yesh lawl
neutral,goodnight tweeps
neutral,too much no not unless one of the pillows ends up suffocating the one sleeping next to you
worry,i aint a playah i just crush alot
happiness,just had an amazinq qirls niqht out i quess its always qreat to have an excuse to wear tiny dresses heels
love,woo cavs happy mother s day
surprise,been there done that ew
neutral,hello you welcome to the twitterverse
love,i have to admit at being a colin firth groupie at this point
love,bout to go to bed happy mother s day ladies especially all th  s who takin care of thier kids alone n i love u momma
worry,thanks kelly that means a lot have you figured out your apt thing yet
relief,aww its ok we ended up getting in later than expected and didnt go i would of called you if we were able to c u n austin
love,your studio and bogie became one of your best friends after you guys started it
happiness,i will take lots of pics it is really pretty there lots of palm trees
surprise,wow officially i have no life this month lol my friends dont believe me when i say they need to book in advance
relief,there s not many things better than sleeping with my windows open
hate,sam can go shoot her self
love,hey barb i love the line in your bio without health nothing matters so dead on
neutral,i think i could wear you out
happiness,i m an incredibly happy person with   energy love to dance laugh the only thing that i know i m one of the most down to earth ppl
love,i love my daddy dad s are so under appreciated by their daughters these days not mine
relief,curled up in bed now going to wind down with some g  solitaire goodnight twitterland
neutral,thank you isay kamusta ang bulacan historical gimmick at ang gilmore shopping trip
fun,that s not too bad good luck
enthusiasm,awesome have you played there before
love,you re welcome
happiness,today was the best   eff yeah i  
love,jane austen s books pride and prejudice emma are great also northanger abbey
love,smiley absolves all
worry,woo i was at whole earth tonight maybe tomorrow some let me know if you come back yay for wikipedia
fun,they never cease to amaze me
love,hey sam happy mothers day
happiness,amazing tonight glad i could share it with you baby you are my sunshine
fun,lol that s what hubby s are there for to think their wives are nuts
love,pretty soon gonna have to unfollow myself from to cut the quickly growing habit but i do love the challenge
love,cause its true it would hahaha i love you
surprise,watching what happens in vegas
love,loll im a college girl bahahah i love these blogs they re so funny
neutral,its not mothers day on the west coast tyvm
neutral,tired goodnight everyone
worry,besides when u come and visit ill have more room for u
worry,hey kevin yeah this one s gonna be a toughie for sure not much sleep oh well only   hours to go
neutral,aw that s cute
love,josette   thanks for the love yallmy tweeps fa sho
neutral,rofl i love you too trina
worry,have been writing since  pm i only have   words can t help but edit as i write stop it self oh i ve also been researching too
fun,we should have a twitter reunion it would be awesome to meet you all lol iwonder howd iget that to pull off
neutral,eating some dark chocolate peanut m ms
relief,he s here sleep over with the mr night peeps
love,enjoying my weekend with my sis xx
neutral,now i m fully awake
love,why did i drive and how did i make it ahh margaritas are the best
surprise,if hobo and i come next week we re buying you all a drink
happiness,cheifs beat the canes     top of the table wooo and up go the sky sport virtual rugby points
surprise,plain white t s and sara bareilles can life get more amazing
worry,i wanna come how come u didn t invite me
happiness,it s ok i ll have reached     tweets and be in dreamland by then so have a good sleep talk later
love,he was interesting and brilliant and mysterious and perfect and beautiful and possibly able to lift full sized vans with one hand
happiness,yep one drink block party is keeping me up
relief,here s some healing sleep energy sweetie
fun,you gave a good speech at the breast cancer for revlon for women today
neutral,they being the husband or the girl
fun,this is cool
love,tigers woo you re my baby omfg cleveland was a blast sleeping
sadness,im in the room im watching the hannahmovie withmom she said this film very great
love,classic snl digital short tonight be my mother lover ha ha too good
fun,oooooooh i kno eeeeeeekkkkkkk rocks
happiness,welcome to the family new pillow im going to lay my head on you tonight
worry,yes i m originally from argentina and very mystic about that ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¿ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â½ bientÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¿ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â½t de te lire quincy
love,ha i look at twitter games as harmless fun despite being author of twitter book i try to talk about other stuff
relief,just downed   live abalone sashimi with   bottles of sake with father in law very happy
neutral,according to tweetstats i tweet more between the hours of  am and  am with monday sunday and saturday filled with tweetage
neutral,i m sure you are toasties wasn t far behind
empty,i told him ttt
happiness,yup us too spending time with mom sis and aunt have a great mothers day
love,love you walking us through this event so fun blue water surplus of donuts what a great night
neutral,happy mothers dayy
surprise,a couple of years i knew you had one but i couldn t find you for awhile here you are
sadness,my legs are so fucking sore and my feet hurt to walk whataday
love,bed church in the morning happy mothers day
happiness,tired from work i hate closing eek but all smiles today aloha kitchen yum
worry,havin fun my friend
happiness,i m sure u did can t w     morrows shw happy mommys day   me
happiness,we were close to trying all of them so yummy
happiness,having bro lights with g soll cheers
neutral,im not a cookie so i wont comment heh who were those   girls who sang crush btw wud u know
worry,its mothers day
neutral,then your gaaay
neutral,practicing vocal warm ups and breathing methods i should do this the right way
love,guess it was too much to hope for me to have a nice relaxing mothers day happy mothers day mommies
love,we broke     followers yay we love you all  
love,i think you are super cute
happiness,thanx sorry not trying to rub it in i just get excited been working hard to make that dream come true for awhile
boredom,i think i might have to call it a night getting that falling feeling need to fall into bed night night tweople
fun,i love ridding in this weather
love,yeah but george says something with his words otherwise its just jiberish junk love joy happy ahh see how nice
worry,angels even though i m probably not the third angels and demons
love,i d like to thank my normally only randomly working internet for actually staying up from the moment i sew the tweet until now
neutral,that post was for
relief,finally off work long night hangin with
surprise,the new song with cobra starship is amazing
neutral,starting tm alex and i are doing a whole week of no going out and spending money that we dont have
happiness,just got home from stacey s lovely wedding
love,happy mother s day moms take a load of for at least a day
happiness,yeah they are basically awesome
neutral,making egg tart chinese egg pudding yum
fun,yup most of my hacks are all for fun here s a quick video i made of it i ll follow up when it s done
sadness,i m no longer blue
happiness,thanks sweet dreams to you too
happiness,it was put on by our neighborhood so just a little one like   runners i got  st place with an okay time i was happy
neutral,the president was funnier
fun,is one bar two of the pub crawl gonn be a long night
worry,happy mother s day
worry,pleaase dont start dating her that would suck then disney kids would listen to ftsk thanks
neutral,at with
neutral,says it s late goodnight people
happiness,my life is so exhilerating family kingdom is such a good summer sport and so is swimming in the ocean at night with kristin
love,loves summer and don t forget people tomorrow is mother s day
hate,lol on blip fm is not the on twitter i hate that song btw
fun,one of the fake you s followed me haha i so wish it would be you instead
love,with rooobbbbbiiieeeee
happiness,had a great day
surprise,i like it
happiness,i m a little late but congratulations on your  st tri it s a great accomplishment good night
hate,i m going to turn it off we tribbles don t need tracking devices hhrs
neutral,awww you like anne curtis too tho rite it s her soap thats gonna replace it
happiness,we got a guy in the chat now lol
worry,i just watched that episode again last night
worry,ah sorry to hear that just saw pic of chi and looks cool i got beagle and ori pei
love,ps love the new profile pic
enthusiasm,hahaha i m driving so i leave roundabouts when i wake up tomorrow arrive proximately   hrs from then see ya tmw
love,like it
neutral,that is why i drive a teeny tiny honda civic
surprise,i m gonna leave you in peace my most beautiful girl in the world take care baby love ya xxxxxx
happiness,ok so i m replying happy mothers day indeed
happiness,hey thanks for another great day i m going to sleep now i ll chat with you tomorrow sweet dreams
neutral,ohh heyyy
empty,just got the nashville ihop staff to hit the dougie with me and mayne what a fucking night
sadness,oops too late already popped in bridges since i missed most of it on tv i   blair jo too
relief,do snl every week i couldn t quit laughing u snl best nite ever
love,thepalmgifts i love that show i would totally go on time bandit deadliestcatch tpg love ocean crab legs suspense
surprise,ahaha im here carlos wasssup
neutral,errbody please check out id appreciate it a bunch
happiness,probably one of the best surprises ever you really are amazing
worry,something like that happened to me once we closed the side door too hard and the engine locked up
fun,haha aww hun i bet you are more creative than me
neutral,hey
fun,thanx mang shes due in june  th and yezzzir the first baby drummer boi
love,i just received a mothers day card from my lovely daughter wishing my a happy mothers day
neutral,you too my friend
neutral,oh i like this idea
happiness,me toooooo thank u
worry,love it when my sister brags but she s too tired too spell bowling right haha its ok i   her
relief,candle wax is very enjoyable
relief,i d like to thank my normally only randomly working internet for actually staying up from the moment i saw the tweet until now
happiness,agreed it did take me a little while to find my way on stocktwits but once i did i cant imagine working w o it
happiness,thanx for the bday wishes ray
neutral,is listening to jello biafra at work
neutral,n e uterus u wanna rub lol its ok u can tell me
happiness,goodnight everyone happy mothers day to all of the mothers out there
relief,late night finally home
happiness,fuckkk i need sleepppppppp lol happy mothers day mummy
